Hum	Mouse	Rat	Macaca
CEACAM8	Psg18	Ceacam4	CEACAM8
CEACAM8	Psg21	Ceacam4	CEACAM8
CEACAM8	Psg23	Ceacam4	CEACAM8
CEACAM8	Ceacam12	Ceacam4	CEACAM8
CEACAM8	Ceacam14	Ceacam4	CEACAM8
CEACAM8	Psg19	Ceacam4	CEACAM8
CEACAM8	Ceacam13	Ceacam4	CEACAM8
CEACAM8	Psg17	Ceacam4	CEACAM8
CEACAM8	Psg26	Ceacam4	CEACAM8
CEACAM8	Psg25	Ceacam4	CEACAM8
CEACAM8	Psg20	Ceacam4	CEACAM8
CEACAM8	Ceacam11	Ceacam4	CEACAM8
CAND1	Cand1	Cand1	CAND1
OSBPL11	Osbpl11	Osbpl11	OSBPL11
ESCO2	Esco2	Esco2	ESCO2
INTS12	Ints12	Ints12	INTS12
RDH8	Rdh8	Rdh8	RDH8
SULT2B1	Sult2b1	Sult2b1	SULT2B1
CFAP47	Gm7173		CFAP47
GDAP2	Gdap2	Gdap2	GDAP2
ZNF438	Zfp438	Zfp438	ZNF438
CPA5	Cpa5	Cpa5	CPA5
TXK	Txk	Txk	TXK
STX17	Stx17	Stx17	STX17
CLEC10A			CLEC10A
FZD3	Fzd3	Fzd3	FZD3
DCANP1			DCANP1
PRG4	Prg4	Prg4	PRG4
ITGB1BP1	Itgb1bp1	Itgb1bp1	ITGB1BP1
TMEM35A	Tmem35a	Tmem35	TMEM35A
MS4A5	Ms4a5	Ms4a5	MS4A5
DCHS1	Dchs1	Dchs1	DCHS1
RBM8A	Rbm8a2	Rbm8a	RBM8A
RBM8A	Rbm8a	Rbm8a	RBM8A
OXSM	Oxsm	Oxsm	OXSM
NR2F6	Nr2f6	Nr2f6	NR2F6
ARL3	Arl3	Arl3	ARL3
CRYGN	Crygn	Crygn	CRYGN
C6orf223			C6orf223
KLHL13	Klhl13	Klhl13	KLHL13
MYO1A	Myo1a	Myo1a	MYO1A
ATAD2B	Atad2b	Atad2b	ATAD2B
SEMA3A	Sema3a	Sema3a	SEMA3A
SULF1	Sulf1	Sulf1	SULF1
HOXD1	Hoxd1	Hoxd1	HOXD1
PIK3R1	Pik3r1	Pik3r1	PIK3R1
NDUFAF8	Ndufaf8	LOC690871	NDUFAF8
PSMB6	Psmb6	LOC100360846	PSMB6
PSMB6	Psmb6	Psmb6	PSMB6
GRAMD2B	Gramd3	Gramd3	GRAMD2B
TRIB2	Trib2	Trib2	TRIB2
RNF181	Rnf181	Rnf181	RNF181
MRPL12	Mrpl12	Mrpl12	MRPL12
C6orf222	4930539E08Rik		C6orf222
MTUS1	Mtus1	Mtus1	MTUS1
KDM3A	Kdm3a	Kdm3a	KDM3A
RPL31		RGD1565894	RPL31
ARHGEF39	Arhgef39	Arhgef39	ARHGEF39
OOEP	Ooep	Ooep	OOEP
OOEP	Ooep	AABR07050543.1	OOEP
SPON1	Spon1	Spon1	SPON1
POF1B	Pof1b	Pof1b	POF1B
SLC52A2	Slc52a2	Slc52a2	SLC52A2
DDOST	Ddost	Ddost	DDOST
CATSPERG	Catsperg1	AABR07002854.1	CATSPERG
CATSPERG	Catsperg2	AABR07002854.1	CATSPERG
CATSPERG	Catsperg1	Catsperg	CATSPERG
CATSPERG	Catsperg2	Catsperg	CATSPERG
ANXA1	Anxa1	Anxa1	ANXA1
MED1	Med1	Med1	MED1
BCL2A1	Bcl2a1b	Bcl2a1	BCL2A1
BCL2A1	Bcl2a1c	Bcl2a1	BCL2A1
BCL2A1	Bcl2a1d	Bcl2a1	BCL2A1
BCL2A1	Bcl2a1a	Bcl2a1	BCL2A1
BCL2A1	Gm29094	Bcl2a1	BCL2A1
CPHXL	Cphx1	Cphx	CPHXL
CPHXL	Cphx2	Cphx	CPHXL
CPHXL	Cphx3	Cphx	CPHXL
AP1AR	Ap1ar	Ap1ar	AP1AR
SNAP91	Snap91	Snap91	SNAP91
NAA20	Naa20	Naa20	NAA20
CPNE6	Cpne6	Cpne6	CPNE6
VPS50	Vps50	Vps50	VPS50
VPS50	Vps50	LOC100911994	VPS50
NUP210	Nup210	Nup210	NUP210
FKBP10	Fkbp10	Fkbp10	FKBP10
NOX1	Nox1	Nox1	NOX1
RIT2	Rit2	Rit2	RIT2
FAM107A	Fam107a	Fam107a	FAM107A
RITA1	Rita1	Rita1	RITA1
CLIP3	Clip3	LOC108348122	CLIP3
CLIP3	Clip3	Clip3	CLIP3
HOXC4	Hoxc4	Hoxc4	HOXC4
ABI3BP	Abi3bp	Abi3bp	ABI3BP
RNF43	Rnf43	Rnf43	RNF43
TBX1	Tbx1	Tbx1	TBX1
TINAG	Tinag	Tinag	TINAG
ZNF668	Zfp668	Zfp668	ZNF668
NCOA7	Ncoa7	Ncoa7	NCOA7
EFTUD2	Eftud2	Eftud2	EFTUD2
MTHFR	Mthfr	Mthfr	MTHFR
NPHP3	Nphp3	Nphp3	NPHP3
DYNC2LI1	Dync2li1	Dync2li1	DYNC2LI1
RTKN	Rtkn	Rtkn	RTKN
RTKN	Rtkn	LOC103692165	RTKN
CHAT	Chat	Chat	CHAT
CDK12	Cdk12	Cdk12	CDK12
UBR5	Ubr5	Ubr5	UBR5
TMEM178B	Tmem178b	Tmem178b	TMEM178B
H3F3A	H3f3a	H3f3a	H3F3A
H3F3A	H3f3b	H3f3a	H3F3A
KLHL40	Klhl40	Klhl40	KLHL40
CTBS	Ctbs	Ctbs	CTBS
CYB561A3	Cyb561a3	Cyb561a3	CYB561A3
S100A3	Gm42674	S100a3	S100A3
S100A3	S100a3	S100a3	S100A3
METTL5	Mettl5	Mettl5	METTL5
SELENOI	Selenoi	Selenoi	SELENOI
SOD2	Sod2	Sod2	SOD2
CYP24A1	Cyp24a1	Cyp24a1	CYP24A1
FIGLA	Figla	Figla	FIGLA
TRAM2	Tram2	Tram2	TRAM2
CABIN1	Cabin1	Cabin1	CABIN1
BID	Bid	Bid	BID
FAM159A	Fam159a	Fam159a	FAM159A
CLN6	Cln6	Cln6	CLN6
SPANXN2			SPANXN2
CD2AP	Cd2ap	Cd2ap	CD2AP
SATB1	Satb1	Satb1	SATB1
FAM76B	Fam76b	Fam76b	FAM76B
CREG1	Creg1	Creg1	CREG1
GPR152	Gpr152	Gpr152	GPR152
IFIT2	Ifit2	Ifit2	IFIT2
ZNF292	Zfp292	Zfp292	ZNF292
CDAN1	Cdan1	Cdan1	CDAN1
ARHGEF5	Arhgef5	Arhgef5	ARHGEF5
ZEB1	Zeb1	Zeb1	ZEB1
FMNL3	Fmnl3	Fmnl3	FMNL3
IKBKE	Ikbke	Ikbke	IKBKE
SGTB	Sgtb	Sgtb	SGTB
PRRC1	Prrc1	Prrc1	PRRC1
SLC1A5	Slc1a5	Slc1a5	SLC1A5
FURIN	Furin	Furin	FURIN
NUDT6	Nudt6	Nudt6	NUDT6
EFCAB1	Efcab1	Efcab1	EFCAB1
PLEKHA2	Plekha2	Plekha2	PLEKHA2
SLC35F1	Slc35f1	Slc35f1	SLC35F1
CMC4	Cmc4	LOC102546764	CMC4
SHISA4	Shisa4	Shisa4	SHISA4
MRPL19	Mrpl19	Mrpl19	MRPL19
TCEAL4			TCEAL4
INO80	Ino80	Ino80	INO80
FAM162B	Fam162b		FAM162B
TOE1	Toe1	Toe1	TOE1
HEMK1	Hemk1	Hemk1	HEMK1
GRM4	Grm4		GRM4
HDHD5	Hdhd5	Cecr5	HDHD5
SLC45A4	Slc45a4	Slc45a4	SLC45A4
EVI5L	Evi5l	Evi5l	EVI5L
FGFR2	Fgfr2	Fgfr2	FGFR2
R3HDM4	R3hdm4	R3hdm4	R3HDM4
TP53INP2	Trp53inp2	Tp53inp2	TP53INP2
ABCA8	Abca8b	Abca8	ABCA8
ZHX2	Zhx2	Zhx2	ZHX2
AMMECR1L	Ammecr1l	Ammecr1l	AMMECR1L
TSPAN16			TSPAN16
MYCT1	Myct1	Myct1	MYCT1
ACP6	Acp6	Acp6	ACP6
SYT2	Syt2	Syt2	SYT2
SIRPB2			SIRPB2
SPSB4	Spsb4	Spsb4	SPSB4
HTR4	Htr4	Htr4	HTR4
ZNF219	Zfp219	Zfp219	ZNF219
ZDHHC7	Zdhhc7	Zdhhc7	ZDHHC7
TBC1D4	Tbc1d4	Tbc1d4	TBC1D4
CLK3	Clk3	Clk3	CLK3
ZNF77			ZNF77
CPXCR1	Cpxcr1		CPXCR1
TMEM132A	Tmem132a	Tmem132a	TMEM132A
CFAP70	Cfap70	Cfap70	CFAP70
CPS1	Cps1	Cps1	CPS1
ZNF713			ZNF713
DOCK4	Dock4	Dock4	DOCK4
FAM221A	Fam221a	Fam221a	FAM221A
AC010463.1	Babam1	Babam1	BABAM1
ARID3C	Arid3c	Arid3c	ARID3C
ASB18	Asb18	Asb18	ASB18
DLG1	Dlg1	Dlg1	DLG1
SERPINA3	Serpina3i	Serpina3c	SERPINA3
SERPINA3	Serpina3b	Serpina3c	SERPINA3
SERPINA3	Serpina3m	Serpina3c	SERPINA3
SERPINA3	Serpina3f	Serpina3c	SERPINA3
SERPINA3	Serpina3c	Serpina3c	SERPINA3
SERPINA3	Serpina3k	Serpina3c	SERPINA3
SERPINA3	Serpina3a	Serpina3c	SERPINA3
SERPINA3	Serpina3n	Serpina3c	SERPINA3
SERPINA3	Serpina3g	Serpina3c	SERPINA3
SERPINA3	Serpina3j	Serpina3c	SERPINA3
SERPINA3	Serpina3i	LOC100909605	SERPINA3
SERPINA3	Serpina3b	LOC100909605	SERPINA3
SERPINA3	Serpina3m	LOC100909605	SERPINA3
SERPINA3	Serpina3f	LOC100909605	SERPINA3
SERPINA3	Serpina3c	LOC100909605	SERPINA3
SERPINA3	Serpina3k	LOC100909605	SERPINA3
SERPINA3	Serpina3a	LOC100909605	SERPINA3
SERPINA3	Serpina3n	LOC100909605	SERPINA3
SERPINA3	Serpina3g	LOC100909605	SERPINA3
SERPINA3	Serpina3j	LOC100909605	SERPINA3
SERPINA3	Serpina3i	LOC299277	SERPINA3
SERPINA3	Serpina3b	LOC299277	SERPINA3
SERPINA3	Serpina3m	LOC299277	SERPINA3
SERPINA3	Serpina3f	LOC299277	SERPINA3
SERPINA3	Serpina3c	LOC299277	SERPINA3
SERPINA3	Serpina3k	LOC299277	SERPINA3
SERPINA3	Serpina3a	LOC299277	SERPINA3
SERPINA3	Serpina3n	LOC299277	SERPINA3
SERPINA3	Serpina3g	LOC299277	SERPINA3
SERPINA3	Serpina3j	LOC299277	SERPINA3
SERPINA3	Serpina3i	Serpina3m	SERPINA3
SERPINA3	Serpina3b	Serpina3m	SERPINA3
SERPINA3	Serpina3m	Serpina3m	SERPINA3
SERPINA3	Serpina3f	Serpina3m	SERPINA3
SERPINA3	Serpina3c	Serpina3m	SERPINA3
SERPINA3	Serpina3k	Serpina3m	SERPINA3
SERPINA3	Serpina3a	Serpina3m	SERPINA3
SERPINA3	Serpina3n	Serpina3m	SERPINA3
SERPINA3	Serpina3g	Serpina3m	SERPINA3
SERPINA3	Serpina3j	Serpina3m	SERPINA3
SERPINA3	Serpina3i	RGD1565462	SERPINA3
SERPINA3	Serpina3b	RGD1565462	SERPINA3
SERPINA3	Serpina3m	RGD1565462	SERPINA3
SERPINA3	Serpina3f	RGD1565462	SERPINA3
SERPINA3	Serpina3c	RGD1565462	SERPINA3
SERPINA3	Serpina3k	RGD1565462	SERPINA3
SERPINA3	Serpina3a	RGD1565462	SERPINA3
SERPINA3	Serpina3n	RGD1565462	SERPINA3
SERPINA3	Serpina3g	RGD1565462	SERPINA3
SERPINA3	Serpina3j	RGD1565462	SERPINA3
MZT1	Mzt1	Mzt1	MZT1
YWHAH	Ywhah	Ywhah	YWHAH
TMC4	Tmc4	Tmc4	TMC4
CDK19	Cdk19	Cdk19	CDK19
CENPL	Cenpl	Cenpl	CENPL
UAP1	Uap1	Uap1	UAP1
SURF4	Surf4		SURF4
TNRC6C	Tnrc6c	Tnrc6c	TNRC6C
NPNT	Npnt	Npnt	NPNT
ZC3H12B	Zc3h12b	Zc3h12b	ZC3H12B
EML1	Eml1	Eml1	EML1
CTSH	Ctsh	Ctsh	CTSH
OTOF	Otof	Otof	OTOF
HTRA1	Htra1	Htra1	HTRA1
TTC33	Ttc33	Ttc33	TTC33
C8orf89	4930444P10Rik	LOC100912291	C8orf89
KRT83	Krt86	Krt83	KRT83
KRT83	Krt81	Krt83	KRT83
KRT83	Krt87	Krt83	KRT83
KRT83	Krt83	Krt83	KRT83
KRT83	Krt86	Krt81	KRT83
KRT83	Krt81	Krt81	KRT83
KRT83	Krt87	Krt81	KRT83
KRT83	Krt83	Krt81	KRT83
KRT83	Krt86	Kb23	KRT83
KRT83	Krt81	Kb23	KRT83
KRT83	Krt87	Kb23	KRT83
KRT83	Krt83	Kb23	KRT83
KRT83	Krt86	Krt86	KRT83
KRT83	Krt81	Krt86	KRT83
KRT83	Krt87	Krt86	KRT83
KRT83	Krt83	Krt86	KRT83
FBLN5	Fbln5	Fbln5	FBLN5
ZSCAN12	Zscan12	Zscan12	ZSCAN12
SLC38A3	Slc38a3	Slc38a3	SLC38A3
CNTD2			CNTD2
RANBP1	Ranbp1	Ranbp1	RANBP1
SYNC	Sync	Sync	SYNC
TRAF7	Traf7	Traf7	TRAF7
PRR14L	Prr14l	Prr14l	PRR14L
GIMAP6	Gimap6	Gimap6	GIMAP6
ANXA11	Anxa11	Anxa11	ANXA11
MED22	Med22	Med22	MED22
MED22	Med22	LOC100911917	MED22
SEC14L3	Sec14l3		SEC14L3
RSPO1	Rspo1	Rspo1	RSPO1
DUOX1	Duox1	Duox1	DUOX1
ZBTB49	Zbtb49	Zbtb49	ZBTB49
UGGT2	Uggt2		UGGT2
PDCD11	Pdcd11	Pdcd11	PDCD11
BTAF1	Btaf1	Btaf1	BTAF1
PPP1R3A	Ppp1r3a	Ppp1r3a	PPP1R3A
NSUN2	Nsun2	Nsun2	NSUN2
MTHFD2	Mthfd2	Mthfd2	MTHFD2
LIMK1	Limk1	Limk1	LIMK1
VSX1	Vsx1	Vsx1	VSX1
ALKBH7	Alkbh7	Alkbh7	ALKBH7
TMEM65	Tmem65	Tmem65	TMEM65
AHCTF1	Ahctf1	Ahctf1	AHCTF1
EEFSEC	Eefsec	Eefsec	EEFSEC
TMEM200C	Tmem200c	Tmem200c	TMEM200C
EFHD2	Efhd2	Efhd2	EFHD2
KRTAP21-1			KRTAP21-1
RMDN2	Rmdn2	Rmdn2	RMDN2
TBX20	Tbx20	Tbx20	TBX20
SLC16A8	Slc16a8	Slc16a8	SLC16A8
IMPDH2	Impdh2	Impdh2	IMPDH
DISC1	Disc1	Disc1	DISC1
CD226	Cd226	Cd226	CD226
CD226	Cd226	AABR07032888.1	CD226
EIF2B5	Eif2b5	Eif2b5	EIF2B5
TTC31			TTC31
GGCX	Ggcx	Ggcx	GGCX
GATA6	Gata6	Gata6	GATA6
TMEM206	Tmem206	Tmem206	TMEM206
SCML2	Scml2	Scml2	SCML2
MDGA1	Mdga1	Mdga1	MDGA1
HNRNPK	Hnrnpk	Hnrnpk	HNRNPK
AGBL2	Agbl2	Agbl2	AGBL2
CNN1	Cnn1	Cnn1	CNN1
BLNK	Blnk	Blnk	BLNK
GAS2L2	Gas2l2	LOC108348322	GAS2L2
GAS2L2	Gas2l2	Gas2l2	GAS2L2
QSER1	Qser1	Qser1	QSER1
CHPT1	Chpt1	Chpt1	CHPT1
SMPDL3B	Smpdl3b	Smpdl3b	SMPDL3B
IL12RB2	Il12rb2	Il12rb2	IL12RB2
DRAM1	Dram1	Dram1	DRAM1
MICAL1	Mical1	Mical1	MICAL1
SLC26A2	Slc26a2	Slc26a2	SLC26A2
LGI4	Lgi4	Lgi4	LGI4
ATF6	Atf6	Atf6	ATF6
APBA3	Apba3	Apba3	APBA3
WSB1	Wsb1	Wsb1	WSB1
CENPM	Cenpm	Cenpm	CENPM
FAM120A	Fam120a	Fam120a	FAM120A
TMEM62	Tmem62	Tmem62	TMEM62
DDX54	Ddx54	Ddx54	DDX54
NOC4L	Noc4l	Noc4l	NOC4L
TMEM238	Tmem238		TMEM238
SERPINE2	Serpine2	Serpine2	SERPINE2
PLEKHB2	Plekhb2	Plekhb2	PLEKHB2
C5orf58	4930469K13Rik		C5orf58
C7orf31	4921507P07Rik	LOC500124	C3H7orf31
ARMC5	Armc5	Armc5	ARMC5
BCL2L13	Bcl2l13	Bcl2l13	BCL2L13
DDX10	Ddx10	Ddx10	DDX10
CPA1	Cpa1	Cpa1	CPA1
GALNTL5	Galntl5	Galntl5	GALNTL5
ZPBP	Zpbp	Zpbp	ZPBP
MX1	Mx1	Mx1	MX1
MX1	Mx2	Mx1	MX1
MX1	Mx1	Mx2	MX1
MX1	Mx2	Mx2	MX1
CTDSP2	Ctdsp2	Ctdsp2	CTDSP2
ZNF862		Zfp862	ZNF862
RAE1	Rae1	Rae1	RAE1
ATP13A1	Atp13a1	Atp13a1	ATP13A1
UBE2E1	Ube2e1	Ube2e1	UBE2E1
RASGEF1B	Rasgef1b	Rasgef1b	RASGEF1B
GNAS	Gnas		GNAS
CHST10	Chst10	Chst10	CHST10
GFRA3	Gfra3	Gfra3	GFRA3
HLA-DMA	H2-DMa	LOC108348072	HLA-DMA
HLA-DMA	H2-DMa	RT1-DMa	HLA-DMA
NTRK2	Ntrk2	Ntrk2	NTRK2
ERICH1	Erich1	Erich1	ERICH1
ZAR1L	Zar1l	Zar1l	ZAR1L
EFCAB9	Efcab9	Efcab9	EFCAB9
CHAC1	Chac1	Chac1	CHAC1
PARN	Parn	Parn	PARN
CDCA5	Cdca5	LOC100910252	CDCA5
SPACA1	Spaca1	Spaca1	SPACA1
FIBP	Fibp	Fibp	FIBP
FGB	Fgb	Fgb	FGB
EDAR	Edar	Edar	EDAR
CAPN6	Capn6	Capn6	CAPN6
ZNF677			ZNF677
PIK3CA	Pik3ca	AABR07037536.1	PIK3CA
PIK3CA	Pik3ca	Pik3ca	PIK3CA
C1orf35	2310033P09Rik	RGD1304587	C1orf35
RACK1	Rack1	AABR07047089.1	RACK1
RACK1	Rack1	Rack1	RACK1
NGLY1	Ngly1	Ngly1	NGLY1
RHBDD3	Rhbdd3	Rhbdd3	RHBDD3
AQP3	Aqp3	Aqp3	AQP3
RNF144B	Rnf144b	Rnf144b	RNF144B
SLC2A11			SLC2A11
KCNMB4	Kcnmb4	Kcnmb4	KCNMB4
DOK7	Dok7	Dok7	DOK7
CCDC73	Ccdc73	Ccdc73	CCDC73
USH2A	Ush2a	Ush2a	USH2A
ANTXR1	Antxr1	Antxr1	ANTXR1
SDHAF4	Sdhaf4	Sdhaf4	SDHAF4
HOXA5	Hoxa5	Hoxa5	HOXA5
HOXA5	Hoxa5	Hoxa5	HOXA5
HOXA5	Hoxa5	Hoxa5	HOXA5
RPL37	Rpl37	Rpl37-ps1	RPL37
RPL37	Rpl37	Rpl37	RPL37
RPL37	Rpl37	LOC100360781	RPL37
ACAD10	Acad10	Acad10	ACAD10
GSDME	Gsdme	Dfna5	GSDME
SIGLEC12	Siglece	Siglec8	SIGLEC12
LEUTX			LEUTX
DTX3	Dtx3	Dtx3	DTX3
ACBD7	Acbd7	Acbd7	ACBD7
SLC22A15	Slc22a15	Slc22a15	SLC22A15
ZNF423	Zfp423	Zfp423	ZNF423
COQ8A	Coq8a	Coq8a	COQ8A
TMEM161B	Tmem161b	Tmem161b	TMEM161B
LY6L	Ly6l		LY6L
RNPS1	Rnps1	LOC688526	RNPS1
RNPS1	Rnps1	Rnps1	RNPS1
TARS	Tars	Tars	TARS
CERS3	Cers3	Cers3	CERS3
CYP2A6	Cyp2a4		CYP2A26
CYP2A6	Cyp2a5		CYP2A26
XPO6	Xpo6	Xpo6	XPO6
KDM8	Kdm8	Kdm8	KDM8
SLC9A4	Slc9a4	Slc9a4	SLC9A4
OSBP	Osbp	Osbp	OSBP
B4GALT3	B4galt3	B4galt3	B4GALT3
PRMT1	Prmt1	Prmt1	PRMT1
PRMT1	Prmt1	LOC100361025	PRMT1
P3H1	P3h1	P3h1	P3H1
PIP4P2	Tmem55a	Tmem55a	PIP4P2
ZSCAN18	Zscan18	Zscan18	ZSCAN18
RAI14	Rai14	Rai14	RAI14
KCTD3	Kctd3	Kctd3	KCTD3
PXYLP1	Pxylp1	Pxylp1	PXYLP1
DERL2	Derl2	Derl2	DERL2
PCYOX1	Pcyox1	Pcyox1	PCYOX1
MRI1	Mri1	Mri1	MRI1
PIGS	Pigs	Pigs	PIGS
UBXN1	Ubxn1	Ubxn1	UBXN1
HAT1	Hat1	Hat1	HAT1
HIGD1B	Higd1b	Higd1b	HIGD1B
WASHC4	Washc4	RGD1309995	WASHC4
TRIP12	Trip12	Trip12	TRIP12
IQCJ	Iqcj		IQCJ
UGCG	Ugcg	Ugcg	UGCG
MAPK9	Mapk9	Mapk9	MAPK9
C1orf141	4921539E11Rik	RGD1562532	C1orf141
GREB1	Greb1	Greb1	GREB1
POLR2B	Polr2b	Polr2b	POLR2B
RTL9	Rtl9	Rgag1	RTL9
FDX2			FDX2
EPO	Epo	Epo	EPO
NPR3	Npr3	Npr3	NPR3
NKD2	Nkd2	Nkd2	NKD2
CD244	Cd244	Cd244	CD244
MTCL1	Mtcl1	Mtcl1	MTCL1
MPC2	Mpc2	Mpc2	MPC2
MRM3	Mrm3	Mrm3	MRM3
WIPI2	Wipi2	Wipi2	WIPI2
POLD4	Pold4	Pold4	POLD4
NECTIN1	Nectin1	Nectin1	NECTIN1
ZBED9			ZBED9
FAF2	Faf2	Faf2	FAF2
ADAM7	Adam7	Adam7	ADAM7
PDS5A	Pds5a	Pds5a	PDS5A
MIS18BP1	Mis18bp1	Mis18bp1	MIS18BP1
TRIM39	Trim39	Trim39	TRIM39
ABCG8	Abcg8	Abcg8	ABCG8
GNAL	Gnal	Gnal	GNAL
P2RY13	P2ry13	P2ry13	P2RY13
MPP7	Mpp7	Mpp7	MPP7
TMC1	Tmc1	Tmc1	TMC1
LIPK	Lipk	Lipk	LIPK
PHKB	Phkb	Phkb	PHKB
PITX1	Pitx1	Pitx1	PITX1
RLN2	Rln1	Rln1	RLN2
TMED7	Tmed7	Tmed7	TMED7
PLA2G6	Pla2g6	Pla2g6	PLA2G6
WNT8A	Wnt8a	Wnt8a	WNT8A
COL5A3	Col5a3	Col5a3	COL5A3
SLC25A34	Slc25a34	Slc25a34	SLC25A34
MRPS7	Mrps7	Mrps7	MRPS7
CACNA1I	Cacna1i		CACNA1I
CNDP2	Cndp2	Cndp2	CNDP2
MEIS1	Meis1	Meis1	MEIS1
BCOR	Bcor	Bcor	BCOR
NSMCE2	Nsmce2	Nsmce2	NSMCE2
GAS6	Gas6	Gas6	GAS6
GUCY2F	Gucy2f	Gucy2f	GUCY2F
CUTA	Cuta	Cuta	CUTA
PSMA6	Psma6	AABR07045621.1	PSMA6
PSMA6	Psma6	Psma6	PSMA6
C16orf86	4933405L10Rik	RGD1561415	C16orf86
TMEM14B	Tmem14c	LOC100361993	TMEM14B
TMEM14B	Tmem14c	Tmem14c	TMEM14B
GGA1	Gga1	Gga1	GGA1
TH	Th	Th	TH
RPS19			RPS19
ZSWIM7	Zswim7	Zswim7	ZSWIM7
SESN2	Sesn2	Sesn2	SESN2
AHRR	Ahrr	Ahrr	PDCD6
ZNF521	Zfp521	Zfp521	ZNF521
C12orf73	1190007I07Rik	LOC691921	C12orf73
SLC4A8	Slc4a8	Slc4a8	SLC4A8
CD74	Cd74	Cd74	CD74
HPS5	Hps5	Saa4	HPS5
ACP7	Acp7	Acp7	ACP7
SNRPD1	Snrpd1	Snrpd1	SNRPD1
ZNF454	Zfp454	Znf454	ZNF454
C9orf131	1700022I11Rik	LOC100360821	C9orf131
WNT11	Wnt11	Wnt11	WNT11
ACKR1	Ackr1		ACKR1
IRAK1	Irak1	Irak1	IRAK1
FAAP100	Faap100	Faap100	FAAP100
TM9SF2	Tm9sf2	Tm9sf2	TM9SF2
GAB1	Gab1	Gab1	GAB1
IL15RA	Il15ra	Il15ra	IL15RA
PPP1R32	Ppp1r32	Ppp1r32	PPP1R32
MARCH4	March4	March4	MARCH4
UPB1	Upb1	Upb1	UPB1
CERS4	Cers4	Cers4	CERS4
NUDT5	Nudt5	Nudt5	NUDT5
MBTD1	Mbtd1	Mbtd1	MBTD1
SMIM4	Smim4		SMIM4
SERPINB13	Serpinb13	Serpinb13	SERPINB13
EOGT	Eogt	Eogt	EOGT
TAAR8	Taar8b	AABR07000663.1	TAAR8
TAAR8	Taar8c	AABR07000663.1	TAAR8
TAAR8	Taar8a	AABR07000663.1	TAAR8
TAAR8	Taar8b	LOC108348200	TAAR8
TAAR8	Taar8c	LOC108348200	TAAR8
TAAR8	Taar8a	LOC108348200	TAAR8
TAAR8	Taar8b	Taar8a	TAAR8
TAAR8	Taar8c	Taar8a	TAAR8
TAAR8	Taar8a	Taar8a	TAAR8
HRH4	Hrh4	Hrh4	H4
RAB22A	Rab22a	Rab22a	RAB22A
AKNA	Akna	Akna	AKNA
DDX43	Ddx43	Ddx43	DDX43
KDM3B	Kdm3b	Kdm3b	KDM3B
SIMC1	Simc1	Simc1	SIMC1
ZYG11B	Zyg11b	Zyg11b	ZYG11B
TPM4	Tpm4	Tpm4	TPM4
RNF112	Rnf112	Rnf112	RNF112
MOSPD3	Mospd3	Mospd3	MOSPD3
BCR	Bcr	Bcr	BCR
GSTO2	Gsto2	Gsto2	GSTO2
GSTO2	Gsto2	LOC103690044	GSTO2
FAM193B	Fam193b	Fam193b	FAM193B
EXOSC5	Exosc5	Exosc5	EXOSC5
NDRG4	Ndrg4	Ndrg4	NDRG4
CCDC13	Ccdc13	Ccdc13	CCDC13
FER	Fer	Fer	FER
FNBP4	Fnbp4	Fnbp4	FNBP4
EFNB1	Efnb1	Efnb1	EFNB1
RBM12B	Rbm12b1	Rbm12b	RBM12B
RBM12B	Rbm12b2	Rbm12b	RBM12B
RBM12B	Rbm12b1	LOC679087	RBM12B
RBM12B	Rbm12b2	LOC679087	RBM12B
ADCYAP1	Adcyap1	Adcyap1	ADCYAP1
CTSA	Ctsa	Ctsa	CTSA
GGT7	Ggt7	Ggt7	GGT7
RNF121	Rnf121	Rnf121	RNF121
HAUS1	Haus1	Haus1	HAUS1
HAUS1	Haus1	LOC108348136	HAUS1
RABEPK	Rabepk	Rabepk	RABEPK
APOBEC2	Apobec2	Apobec2	APOBEC2
GLOD5	Glod5	Glod5	GLOD5
SLC6A17	Slc6a17	Slc6a17	SLC6A17
TMPRSS15	Tmprss15	Tmprss15	TMPRSS15
MB	Mb	Mb	MB
HS6ST1	Hs6st1	Hs6st1	HS6ST1
VSNL1	Vsnl1	Vsnl1	VSNL1
C17orf80	D11Wsu47e	MGC95210	C17orf80
ASIC5	Asic5	Asic5	ASIC5
GFPT2	Gfpt2	Gfpt2	GFPT2
MED12L	Med12l	Med12l	MED12L
GDF7	Gdf7	Gdf7	GDF7
AOC1	Doxl2	Doxl1	AOC1
AOC1	1600015I10Rik	Doxl1	AOC1
AOC1	Aoc1	Doxl1	AOC1
AOC1	Svs1	Doxl1	AOC1
AOC1	Doxl2	Aoc1	AOC1
AOC1	1600015I10Rik	Aoc1	AOC1
AOC1	Aoc1	Aoc1	AOC1
AOC1	Svs1	Aoc1	AOC1
AOC1	Doxl2	Doxl2	AOC1
AOC1	1600015I10Rik	Doxl2	AOC1
AOC1	Aoc1	Doxl2	AOC1
AOC1	Svs1	Doxl2	AOC1
AOC1	Doxl2	Svs1	AOC1
AOC1	1600015I10Rik	Svs1	AOC1
AOC1	Aoc1	Svs1	AOC1
AOC1	Svs1	Svs1	AOC1
HDDC3	Hddc3	Hddc3	HDDC3
SAMSN1	Samsn1	Samsn1	SAMSN1
SLC17A5	Slc17a5	Slc17a5	SLC17A5
PDE1C	Pde1c	Pde1c	PDE1C
